item_id,xhigh_answer,status
193,"A,C,D",ok
194,"600,July,1908,890,March,1907",ok
195,"[-2.438,-0.762]",ok
196,"14.7447,10.3244,35",ok
197,"3,4",ok
198,24,ok
199,60,ok
200,I,ok
201,(5t+8)(5t+8),ok
202,\frac{54}{35},ok
203,I,ok
204,E,ok
205,"\frac{3}{4},\frac{11}{20}",ok
206,4,ok
207,\frac{14}{5},ok
208,"\frac{81}{5},\frac{720}{49\pi}",ok
209,B,ok
210,"-\frac{16\sqrt{33}+49\sqrt3}{15},\frac{2x}{1+x^2}",ok
211,I,recovered
212,J,ok
213,\frac{2}{9},ok
214,"11,F,10,T",ok
215,755,ok
216,60,ok
217,C,ok
218,\arcsin(\frac{7}{10}),ok
219,27,ok
220,A,ok
221,2750,ok
222,C,ok
223,A,ok
224,2643,ok
225,"0.625,4,2.776,A",ok
226,8,ok
227,"A,C",ok
228,v^7,ok
229,n-1,ok
230,-2.4243,ok
231,y=\frac{16}{31}x+\frac{147}{31},ok
232,"40,37,3",ok
233,"1.96,-1.96,-5.18,B",ok
234,29x^{7}+6x^{5},ok
235,B,ok
236,"6e,-6",ok
237,50\%,ok
238,"-61,61,62",ok
239,"35,\frac{15}{4}\sqrt{\frac{11}{13}}",ok
240,"12 s,4.9 ft,3.3 ft",ok
241,B,ok
242,"241.2222,239.5,233,221.7124,14.8900,6.1727\%",ok
243,"0.8925,0.2150",ok
244,F,ok
245,980,ok
246,"25,23,17,23,19",ok
247,"\frac{2409}{65},\frac{2474}{1+\frac{2409}{65}e^{-0.53t}},2473.84",ok
248,\frac{16192}{45},ok
249,G,ok
250,210,ok
251,172.7\%,ok
252,C,ok
253,E,ok
254,H,ok
255,A,ok
256,"-30,30",ok
257,"2.52,3.00,A",ok
258,C,ok
259,Cannot be determined from the provided information,ok
260,"-22,8",ok
261,4,ok
262,"850-50t,1480-140t,7",ok
263,E,ok
264,256\pi t^2,ok
265,"A,D",ok
266,G,ok
267,C,ok
268,"4450,14",ok
269,"1.789,0.320,B",ok
270,1.26 ft,ok
271,"-4,0,4",ok
272,B,ok
273,"-\cos^2(x),1,2\cos^2(x)",ok
274,G,ok
275,10^{225}-1,ok
276,"(\frac{1373}{2744},0),none",ok
277,"\38,800.00 per year",ok
278,38,ok
279,J,ok
280,H,ok
281,"-0.4618,0.8870,-0.5206,-2.1654",ok
282,"-e^2,e^2",ok
283,114,ok
284,E,ok
285,735,ok
286,H,ok
287,"213,136",ok
288,"96(0.9)^n,27.113235502176,44",ok
289,"4,9",ok
290,C,recovered
291,2304,ok
292,-2-\sqrt3,ok
293,P(t)=2025t-4300,ok
294,"43.2,7.2,6",ok
295,C,ok
296,"45,180,270",ok
297,"0.237,(-infty,-1.881)U(1.881,infty),0.8125,C. Do Not Reject H_0",ok
298,C,ok
299,"18805.7,no",ok
300,6500,ok
301,"0.878,57.2",ok
302,H,ok
303,C,ok
304,G,ok
305,B,ok
306,H,ok
307,4/3,ok
308,\frac{1980}{169},ok
309,83000,ok
310,"4k+6,\ 5k-11,\ 5y+4",ok
311,1585,ok
312,171,ok
313,-\frac{2\sqrt{14}}{15},ok
314,"7,-8,-4",ok
315,"B,B,A",ok
316,A,ok
317,D,ok
318,"8,\sin^{-1}(\frac{8}{15})",ok
319,"False,True,True,False",ok
320,"It approaches the normal oxygen level 1,\ 3.73 weeks",ok
321,H,ok
322,"40 ft,25 ft,1000 ft^2",ok
323,"[10,12),[-8,-6),[10,18),[-16,-6)",ok
324,H,ok
325,"[0,280],[0,14]",ok
326,"0.67,0.36,0.06",ok
327,7.6,ok
328,"B,D,A,C",ok
329,J,ok
330,"27,2613.92",ok
331,H,ok
332,"778,624",ok
333,"54,62",ok
334,F,ok
335,E,ok
336,D,ok
337,H,ok
338,"y-axis symmetry,\ origin symmetry",ok
339,G,ok
340,"A,\ H,\ F,\ C,\ E",ok
341,"x+125,(\sqrt{x^3}+5)(\sqrt[3]{x}+5)",ok
342,"negative,positive,negative,positive,positive",ok
343,"D,A,C,B,E",ok
344,-5,ok
345,"-\frac56,\frac56",ok
346,"0.7,0.07,0.007",ok
347,F,ok
348,D,ok
349,-\frac{2}{15},ok
350,"11100,11001,1100111,1101110,101001101,101010100",ok
351,A,ok
352,68,ok
353,"8,\ C,\ 5 and 7,\ D",ok
354,"milligrams,grams,tons,kilograms,ounces",ok
355,H,ok
356,F,ok
357,"320 mg,\frac{5}{64\sqrt[4]{2}} mg",ok
358,B,ok
359,D,ok
360,D,ok
361,180-7x,ok
362,(6x-5y)(6x+5y),ok
363,"10000(0.89)^t,4969.81290961,19.7589435",ok
364,"Y,N,Y,N",ok
365,C,ok
366,G,ok
367,"60.3^\circ,46.3^\circ,53.3^\circ",ok
368,"C,D,D,E",ok
369,"\frac{3}{4},5,2",ok
370,"y=-5,10",ok
371,\frac{200}{27},ok
372,0.51,ok
373,"51.05,56.79",ok
374,4000,ok
375,\3.72,ok
376,2618,ok
377,B,ok
378,"0.000142,\ 0.0000220546,\ 0.0001199454,\ 0.155314,\ 15.5314\%",ok
379,480,ok
380,"0.075,0.239,32000,16710,38000,0.00248,52000",ok
381,2040,ok
382,"\frac{187}{18},\frac{55}{9}",ok
383,6266942768,ok
384,\frac{\ln(\frac{11}{32})-3}{5},ok
385,"A,A,A",ok
386,4,ok
387,-230,ok
388,"4.11,3.52,2.94,1.17,0",ok
389,F,ok
390,"\frac{3}{25},-\frac{15}{14}",ok
391,B,ok
392,81,ok
393,"\frac{1}{10}\arccos(\frac{x-6}{16}),-10,22",ok
394,H,ok
395,"\frac{85}{3},-\frac{95}{4},-\frac{10}{7}",ok
396,"(-inf,5),(-3,5]",ok
397,"256\pi,\frac{2048\pi}{3}",ok
398,A,ok
399,E,ok
400,E,ok
401,"\frac{450}{\pi}^\circ,240^\circ,\frac{165}{\pi}^\circ,-135^\circ",ok
402,J,ok
403,J,ok
404,52\%,ok
405,H,ok
406,-7,ok
407,C,ok
408,"\frac{5816}{9999},\frac{3017}{99990},\frac{574}{999},\frac{653}{9990},\frac{428}{999}",ok
409,"(-2.813,7.027),(-0.081,4.295)",ok
410,"45^\circ,4 seconds",ok
411,\frac{392\pi}{45},ok
412,\frac{4\sqrt{78}-35}{72},ok
413,"0.893,\ (1.830,\ infty),\ 0.201,\ A. Do Not Reject H_0",ok
414,I,ok
415,"\sqrt{\frac{A}{6}},A,(\frac{A}{6})^{3/2},A",ok
416,"11,16",ok
417,"1.0056,0.9675,28,29.1,1.0393",ok
418,"2.958,\ 1.764,\ 0.0018,\ B",ok
419,2n(n-1),ok
420,H,ok
421,"-\frac{9\sqrt5}{20},-\frac{\sqrt5}{20}",ok
422,(N+1)^2(4N+1),ok
423,-\frac{1}{2},ok
424,"parameter,parameter,statistic,statistic",ok
425,7,ok
426,11,ok
427,E,ok
428,"43,55",ok
429,A.\ \7.05,ok
430,E,ok
431,"5,42",ok
432,"\arctan(\frac{13}{5}),\ \pi-\arctan(\frac85),\ \pi+\arctan(\frac{13}{5}),\ 2\pi-\arctan(\frac85)",ok
433,C,ok
434,I,ok
435,"0.4457,0.5368,A",ok
436,20,ok
437,"(76.37,\ 79.63)",ok
438,"5,9,1,10,2,0,10,x^{3}y^{7},1",ok
439,-\frac{4}{13},ok
440,G,ok
441,260,ok
442,"E,H,J",ok
443,G,recovered
444,"113,35,112,61,148,43",ok
445,A,ok
446,"\sqrt{\frac{4519}{1290}},\frac{156645}{161164}",ok
447,x \le 4,ok
448,"x^3-4x^2-6x+30,\ x^2-9x+20",ok
449,"3.59,0.0008,B",ok
450,I,ok
451,"0.129032258064516,0.193548387096774,0.209677419354839,14,0.177419354838710,0.064516129032258",ok
452,42,ok
453,1350,ok
454,"1.5,0.9375",ok
455,C,ok
456,"-7.71,A,B",ok
457,G,ok
458,12,ok
459,"\sin^2(A),\frac{\cos(A)}{\sin(A)},\sec^2(A),\frac{1}{\tan(A)},\frac{1}{\sin(A)}",ok
460,"F,F,T,T,T,T,F",ok
461,"2,302",ok
462,"-7,8",ok
463,E,ok
464,G,ok
465,H,ok
466,26.9,ok
467,"C=0.027w,\ C,\ D,\ 5.0",ok
468,"0.6713,0.8816",ok
469,"s^2,\ 0.1575A,\ 0.1575s^2,\ C,\ 81,\ square feet,\ 14.175,\ dollars,\ 19.0575,\ dollars",ok
470,"1.960,2.201,2.326,2.718,2.576,3.106",ok
471,C,ok
472,I,ok
473,"[-7,-3]",ok
474,C,ok
475,\frac49,ok
476,G,ok
477,"A,C",ok
478,-\frac{3}{10},ok
479,"40.36,43.64,40.01,43.99",ok
480,"2.5 ft,2.5 ft",ok
481,A,ok
482,H,ok
483,A,ok
484,C,ok
485,135,ok
486,B,ok
487,"-21.1,-0.9636",ok
488,4050,ok
489,\385,ok
490,"23,\ BTUs per square foot,\ 410,\ square feet",ok
491,"1255.37,\ 1091.05,\ 1419.68,\ No,\ Central Limit Theorem",ok
492,"A,A",ok
493,"14.67,\ B. Yes,\ 0.0687,\ 0.1083",ok
494,"7,0.062",ok
495,"100,100,200,0.255,5.991,B",ok
496,9.594^\circ,ok
497,"1.110613,\ 88.806511^\circ,\ 88.806511^\circ,\ 0.900404",ok
498,89,ok
499,"36.9,0.3225,32.25,2.149",ok
500,J,ok
501,F,ok
502,\frac{8}{11},ok
503,"y=-43000x+833000,\ \446000,\ 2019",ok
504,"-\frac32,-\frac{3\sqrt3}{2}",ok
505,"1,3,6,-5,-4,2",ok
506,J,ok
507,I,ok
508,\frac{n(n-1)}{2},ok
509,H,ok
510,\frac32,ok
511,I,ok
512,64p^2+64p+16,ok
513,"-1.405,\ 1.405,\ 1.751",ok
514,I,ok
515,"-8,1,12,19",ok
516,"7,-11,4,0",ok
517,E,ok
518,E,ok
519,"700(\frac{7}{16})^{3/5},\ 700(\frac{16}{7})^{12/5},\ 15+\frac{25\ln(110/7)}{\ln(16/7)}",ok
520,\44,ok
521,F,ok
522,"-0.472,\ 0.472",ok
523,2097150,ok
524,I,ok
525,H,ok
526,y=128x^4+16x^2+4,ok
527,"\frac{8}{700},\frac{x}{25000},\frac{2000}{7}",ok
528,"43190,2069",ok
529,\frac{429}{20},ok
530,"8/9,7/9,5",ok
531,"C,D,F,H",ok
532,A,ok
533,0.0563,ok
534,G,ok
535,"x=-4,-6",ok
536,E,ok
537,42,ok
538,E,ok
539,"4,5",ok
540,"undetermined,undetermined,undetermined",ok
541,5,ok
542,"285,8389.25,91.59,A",ok
543,"\1.43,\0.54",ok
544,A,ok
545,400000,ok
546,"92,126,146,72,172",ok
547,H,ok
548,"x+0.20x=144,\ \120.00",ok
549,J,ok
550,J,ok
551,\sqrt{28},ok
552,"36312.43,33139.30",ok
553,"24,1.6",ok
554,A,ok
555,"1.1094,\ 0.1336",ok
556,"C,D",ok
557,5,ok
558,f(x)=\frac{13}{2}x-25,ok
559,-280,ok
560,"C,A,A",ok
561,E,recovered
562,H,ok
563,20\%,ok
564,D,ok
565,"-7.006,-7.06,-7.6",ok
566,3,ok
567,"A,A",ok
568,"-10,3",ok
569,B,ok
570,H,ok
571,E,ok
572,"8,-6,6,8",ok
573,\frac{17}{72},ok
574,"C,E",ok
575,G,ok
576,"\frac{5}{2},\frac{1}{2}",ok
577,F,ok
578,"7.62,9.00,95.44",ok
579,C,ok
580,D,ok
581,F,ok
582,1035,ok
583,6,ok
584,"7z,\ 6w",ok
585,"-0.224,\ 2.262,\ -2.262,\ Fail to reject H_0,\ No; insufficient data to support the claim",ok
586,"1.898483,-0.941316,0.110981,-0.029678",ok
587,"B,C,D,E,F,J; C; A,B,C; A,B",ok
588,E,ok
589,D,ok
590,D,ok
591,"2\cos(1),2\sin(1),2\sin(2),2\cos(2),\sqrt{10},-\arctan(\frac{1}{3}),\sqrt{17},\arctan(4)",ok
592,I,ok
593,19.43,ok
594,F,ok
595,"A,D,E,G,probability",ok
596,G,ok
597,B,ok
598,G,ok
599,1.81,ok
600,I,ok
601,"3s-1,\ 2s+1",ok
602,"-\frac{7927}{112},\frac{23}{32},\frac{11999}{224}",ok
603,"C,A,B",ok
604,J,ok
605,45.6,ok
606,E,ok
607,"0,0,4,0,0,14,6,6,20,-6,-6,0,-4,-4,10,-4,-4,-12",ok
608,"B,A,A,1981",ok
609,30\sqrt{85} miles,ok
610,\frac{8\pi}{3}+2\sqrt3,ok
611,1.36,ok
612,"68,81",ok
613,I,ok
614,I,ok
615,"14,9",ok
616,J,ok
617,"left,7,up,6",ok
618,A,ok
619,"-3.23,\ 0.0015,\ A",ok
620,"1.512,\ 2.286,\ 2.167,\ B",ok
621,153-k,ok
622,"3.854,\ 2.567,\ Reject H_0,\ Yes",ok
623,"False,False,False,False,True,True",ok
624,F,ok
625,5(x+2)(x+3),ok
626,G,ok
627,1089.63245142577,ok
628,"76,75.7,75.67,75.673",ok
629,625,ok
630,"71.981,564.365",ok
631,A,ok
632,23,ok
633,"B,D,8",ok
634,109,ok
635,"37.6,\ 0.746,\ -25.4\%",ok
636,333400,ok
637,"A,B,F,C,D,E",ok
638,"0.151,\ (-\infty,-1.751)U(1.751,\infty),\ 0.880,\ D. Do Not Reject H_0",ok
639,3.325,ok
640,G,ok
641,"6.4,46.08",ok
642,"6,\frac{\pi}{3},13",ok
643,"True,False,False,True,False",ok
644,A,ok
645,P=129n-11500,ok
646,A--J,ok
647,J,ok
648,"W=0.83x+11.51,\ \30.60",ok
649,1048575,ok
650,J,ok
651,"73 million,\ 114.49 million",ok
652,505,ok
653,"f(t)=\frac{600-45t}{7},\ \frac{600}{7} mg,\ \frac{330}{7} mg",ok
654,"\sqrt{19},2,2,2",ok
655,S=0.85L,ok
656,6x^2-23x+15,ok
657,"180-2\sqrt{14},180+2\sqrt{14},180-2\sqrt{\frac{127}{10}},180+2\sqrt{\frac{127}{10}},0,\sqrt{\frac{267}{10}},-2\sqrt{\frac{267}{10}},2\sqrt{\frac{267}{10}}",ok
658,A,ok
659,29.94,ok
660,E,ok
661,"r=4+\frac{h}{1000},\ w=\frac{2880}{(4+\frac{h}{1000})^2}",ok
662,23,ok
663,F,ok
664,"\frac{83}{100},\frac{83}{99}",ok
665,B,ok
666,"76e^{\frac{\ln(419/76)}{4}t},\ 42.678\%",ok
667,H,ok
668,G,ok
669,H,ok
670,D,ok
671,"1.71,113.2",ok
672,D,ok
673,1080,ok
674,8x+7,ok
675,B,ok
676,"D,A,A",ok
677,F,ok
678,13960,ok
679,11 ft,ok
680,"0.035,\ 0.0525,\ 0.0775,\ A. Concave Up",ok
681,"\28900.00,\170.00,\135.00,\205.00",ok
682,G,ok
683,-0.65,ok
684,-1.55,ok
685,C and D,ok
686,D,ok
687,"\24{,}500",ok
688,1030219,ok
689,"45,43",ok
690,H,recovered
691,"(19.672,\ 26.995)",ok
692,1.24,ok
693,"30,y=\frac{15}{2},\frac{11}{2}",ok
694,"C(x)=6750+9x,\ R(x)=36x,\ P(x)=27x-6750,\ 250",ok
695,E,ok
696,"x+8,-81",ok
697,60,ok
698,-50.92,ok
699,"6,3",ok
700,F,ok
701,22,ok
702,-u^4-4u^3+3u^2-6u-8,ok
703,B,ok
704,"3.654,1.645,B",ok
705,"True,False,False,True",ok
706,2047.22,ok
707,"5200,2600",ok
708,"-\frac92,\frac92,-\frac{81}{4}",ok
709,E,ok
710,"2\pi-3-\arccos(\frac18),2\pi-3+\arccos(\frac18)",ok
711,D,ok
712,"D,D,A",ok
713,"-3,\ not real",ok
714,\84.00,ok
715,"5,7,9,13,\frac{17}{2},6,7,8,9,10,11,\frac{17}{2}",ok
716,\frac{19}{33},ok
717,7992,ok
718,"65761800,\ 72704000,\ median",ok
719,E,ok
720,D,ok
721,"D,A,A",ok
722,2077992225,ok
723,"-\frac{\sqrt3}{2},-\frac{\sqrt2}{2}",ok
724,2(\sqrt5-1),ok
725,"41.302,13.277,A",ok
726,"7,48",ok
727,A,ok
728,80000,ok
729,G,ok
730,I,ok
731,J,ok
732,H,ok
733,"68,247,97,17",ok
734,"4830,4.83",ok
735,"28,42.5,55,-29,82,27,True",ok
736,sqrt(30)/2,ok
737,\2140,ok
738,"A,C,A,A",ok
739,\frac{Q}{1-Z},ok
740,r^2=\frac{5184}{81\cos^2 t-64\sin^2 t},ok
741,H,ok
742,241.0,ok
743,430,ok
744,"26.875,32.1875",ok
745,"2\sin C\cos C,\ \cos A\cos B-\sin A\sin B,\ \frac{2\tan C}{1-\tan^2 C},\ \sin A\cos B-\cos A\sin B,\ \sin A\cos B+\cos A\sin B,\ \cos A\cos B+\sin A\sin B,\ \frac{\sin x}{1+\cos x},\ \cos^2 C-\sin^2 C",ok
746,"17417,30856,808694,103863,876259,924095,21108",ok
747,A,ok
748,"222.51,186.49,79.43,66.57,50.05,41.95,31.01,25.99,20.791,3,11.345,B",ok
749,"[5,5,5,5,5],\ is,\ [14/9,19/14,24/19,29/24,34/29],\ is\ not,\ 9+5n,\ (-1)^{n+1}(9+5n)",ok
750,"36.98\%,\ \ln(0.95)= -0.0513,\ C and E",ok
751,31,ok
752,D,ok
753,"A,\ 0.246,\ A,\ 16.6",ok
754,60x^2+65x,ok
755,F,ok
756,"109.27 ft,520.16 ft",ok
757,C,ok
758,C,ok
759,C. normal distribution,ok
760,I,ok
761,5f(n-1)+4,ok
762,110x^2+42x,ok
763,"4+9,\ 8\div3",ok
764,\frac{(a+b)(a-b)^4}{c^5},ok
765,A,ok
766,"4.3750,7.3333\ldots,11.428571\ldots",ok
767,D,ok
768,G,ok
769,1620,ok
770,"3,4,1,3,2,1,2,2,0.5,2",ok
771,2,ok
772,H,ok
773,\frac{3a-14}{3},ok
774,"24,28,33,39,42",ok
775,y=6\sin(x-7)-6,ok
776,A.\ 17\frac{1}{2},ok
777,8,ok
778,I,ok
779,F,ok
780,3t^{14}+6t^{12}+9t^{10},ok
781,sqrt(15)/8,ok
782,-1517,ok
783,H,ok
784,\frac{17}{60},ok
785,"False,True,False,False",ok
786,I,recovered
787,"148178452\ tons,\ 41.55\ years,\ 46.97\ years",ok
788,A,ok
789,"8,8,-8,-8",ok
790,-20x^2+45x-25=0,ok
791,F,ok
792,t=\frac{\ln(\frac{V}{T})}{\ln(\frac{h}{g})},ok
793,"1.353,\ (1.476,\ inf),\ 0.088,\ D. Do Not Reject H_0",ok
794,"4.47,4",ok
795,"450,2,6",ok
796,F,ok
797,C,ok
798,"\frac{245274949}{62500},EXTRANEOUS",ok
799,8096,ok
800,140,ok
801,E,recovered
802,26/7,ok
803,124,ok
804,F,ok
805,C,ok
806,"-\frac{\sqrt{869}}{45},-\frac{34}{45},\frac{\sqrt{869}}{34},\frac{34\sqrt{869}}{869},-\frac{45}{34},-\frac{45\sqrt{869}}{869}",ok
807,E,ok
808,D,ok
809,371,ok
810,E,recovered
811,1.336 \times 10^{-19} grams,ok
812,512\csc^6(2t)=r^{12},ok
813,"A,C",ok
814,"5,4.7256,0.9451,1.2244,30,23.1567,0.7719,35,27.8822,0.7966",ok
815,H,ok
816,"8.7,\ 10.533\ldots",ok
817,\frac{88}{21},ok
818,"6b+5a,ab",ok
819,E,ok
820,15,ok
821,"C,A,A,A",ok
822,200,ok
823,281,ok
824,C,ok
825,"A if a>0,\ D if a<0",ok
826,1800,ok
827,H,ok
828,"99.6,110.4",ok
829,8464,ok
830,\frac{44\pi}{15} miles,ok
831,E,ok
832,J,ok
833,"-19/3,3/4,48/6,40/3",ok
834,"\frac{\pi}{4},\frac{3\pi}{2},-\frac{19\pi}{6}",ok
835,126,ok
836,2025,ok
837,D,ok
838,"(23.66,28.34)",ok
839,G,ok
840,F,ok
841,"\sin(40+8\sqrt{x}),5+\sqrt{\sin(8x)}",ok
842,"65.47,\ 1.552,\ 6.051,\ 1.833,\ B",ok
843,"2y,10",ok
844,J,ok
845,5,ok
846,"3,1,2,3,-2",ok
847,H,ok
848,E,ok
849,4(n+1),ok
850,C,ok
851,B and C,ok
852,414.72,ok
853,C,ok
854,"-\frac{47}{8},-\frac{47}{6}",ok
855,"20000,2000",ok
856,H,ok
857,"A,\ 0.89737,\ 0.91463,\ A,\ 0.90155,\ 0.92212",ok
858,"2.300,\ 1.691,\ reject H_0,\ yes",ok
859,"1,2,2,4",ok
860,22,ok
861,G,ok
862,I,ok
863,\frac{1}{t^{69}},ok
864,"\frac{35}{3}^\circC,25^\circC",ok
865,\frac{7}{x}-8,ok
866,H,ok
867,E,ok
868,E,ok
869,"\frac{41}{2},\frac{x+y+xy}{2}",ok
870,D,ok
871,G,ok
872,"infinity,0",ok
873,G,ok
874,J,ok
875,C,ok
876,C,ok
877,F,ok
878,J,ok
879,H,ok
880,"\frac{35}{37},\frac{35}{12}",ok
881,D,ok
882,"1200,3600",ok
883,656.09 feet,ok
884,g(x)=(x-59)^2+74,ok
885,"18,139.875,18,B",ok
886,"A,C",ok
887,I,ok
888,I,ok
889,"5,4y",ok
890,"A,A,C,6",ok
891,A,ok
892,69.65,ok
893,"A,C",ok
894,"0.008,1.783,2.013,-0.091,0.283,-0.100,0.272,10",ok
895,g(x)=70(\frac{2}{7})^{\frac{x-10}{20}},ok
896,"False,True,False,False,True,True,False,True",ok
897,84.875,ok
898,48,ok
899,D,ok
900,"1200,3600",ok
901,H,ok
902,"9,6",ok
903,"A,C",ok
904,A,recovered
905,"B,C",ok
906,"x=2,\ x=5",ok
907,372,ok
908,"100(0.83)^t,\ 39.390",ok
909,1520,ok
910,"1134,16",ok
911,I,ok
912,6012 feet,ok
913,G,ok
914,"0.1901,0.2474",ok
915,-2,ok
916,"3\sqrt2,6\sqrt2,18",ok
917,"189.8,246.4,43",ok
918,C,recovered
919,\frac{317}{3528},ok
920,178,ok
921,D,ok
922,B,ok
923,"y=-6.2x+297.6,\ 93,\ 48",ok
924,"n=55+0.2t,\ 2010",ok
925,276,ok
926,-3t^2-6t+2,ok
927,"False,True,True,True,False,False",ok
928,E,ok
929,"6.086,\ (-0.72,\ 3.12),\ A",ok
930,E,ok
931,"3,-3",ok
932,26,ok
933,E,ok
934,D,ok
935,H,ok
936,\frac{275}{16},ok
937,640,ok
938,\49.88,ok
939,E,ok
940,B,ok
941,"A,C,A,A,B,C",ok
942,36,ok
